Date,WIL5000,BofA_AAA,BofA_BBB,BofA_CCC,Gold
2010-01-04,44.66,445.45,504.68,227.32,1121.5
2010-01-05,44.8,448.15,508.33,229.12,1123.25
2010-01-06,44.86,446.99,508.06,231.0,1130.0
2010-01-07,45.04,446.48,508.62,233.5,1130.25
2010-01-08,45.19,446.9,509.95,233.83,1126.75
2010-01-11,45.25,446.8,510.36,234.3,1153.0
2010-01-12,44.78,449.53,513.45,234.11,1151.25
2010-01-13,45.18,447.85,511.75,233.93,1127.25
2010-01-14,45.29,449.86,513.65,234.18,1138.25
2010-01-15,44.79,451.06,514.93,234.31,1128.0
2010-01-19,45.37,450.06,514.11,234.06,1133.0
2010-01-20,44.91,451.07,515.46,233.86,1120.25
2010-01-21,44.12,452.6,516.6,233.18,1108.25
2010-01-22,43.17,452.66,516.33,231.43,1084.0
2010-01-25,43.34,451.8,514.72,230.38,1095.25
2010-01-26,43.15,451.9,514.54,230.49,1093.25
2010-01-27,43.37,451.93,514.33,230.56,1094.75
2010-01-28,42.86,451.5,513.97,230.91,1088.0
2010-01-29,42.43,453.17,515.72,230.81,1078.5
2010-02-01,43.03,451.84,514.03,230.58,1086.5
2010-02-02,43.56,452.29,514.91,230.68,1111.0
2010-02-03,43.34,450.45,513.18,231.24,1115.25
2010-02-04,41.96,452.77,515.29,230.34,1083.25
2010-02-05,42.09,454.17,516.36,227.93,1058.0
2010-02-08,41.75,453.5,514.85,226.86,1064.0
2010-02-09,42.29,452.28,513.23,225.92,1071.25
2010-02-10,42.21,450.48,511.4,224.08,1069.5
2010-02-11,42.69,450.44,510.7,223.77,1076.25
2010-02-12,42.68,451.56,511.78,223.6,1082.0
2010-02-16,43.44,452.48,512.72,224.5,1115.25
2010-02-17,43.66,450.07,510.61,227.0,1119.0
2010-02-18,43.93,449.06,509.93,228.46,1118.0
2010-02-19,44.04,449.64,511.16,229.58,1112.75
2010-02-22,44.02,449.66,511.41,230.57,1115.25
2010-02-23,43.48,452.73,514.75,230.05,1107.0
2010-02-24,43.88,452.72,514.75,229.86,1103.0
2010-02-25,43.84,454.34,516.38,229.64,1094.5
2010-02-26,43.9,455.91,518.16,230.19,1108.25
2010-03-01,44.42,455.18,517.65,231.07,1114.0
2010-03-02,44.57,455.38,518.66,232.15,1126.5
2010-03-03,44.6,454.94,518.49,232.72,1136.5
2010-03-04,44.76,455.64,519.36,233.17,1134.5
2010-03-05,45.41,454.29,517.78,234.43,1135.0
2010-03-08,45.44,454.3,518.14,235.85,1125.75
2010-03-09,45.53,454.51,518.86,236.8,1115.75
2010-03-10,45.78,453.92,518.74,237.46,1120.5
2010-03-11,45.97,453.77,519.24,236.79,1104.0
2010-03-12,45.98,454.8,519.86,237.16,1106.25
2010-03-15,45.96,455.06,520.32,237.22,1104.25
2010-03-16,46.33,456.56,522.14,237.1,1124.75
2010-03-17,46.6,456.67,522.76,237.89,1121.75
2010-03-18,46.55,456.05,522.38,238.37,1122.75
2010-03-19,46.25,455.84,522.35,238.48,1105.5
2010-03-22,46.55,456.53,523.36,238.17,1097.25
2010-03-23,46.9,456.16,523.03,238.68,1101.5
2010-03-24,46.64,452.69,519.13,239.18,1090.75
2010-03-25,46.52,451.3,517.89,239.52,1093.0
2010-03-26,46.54,452.5,519.33,239.83,1096.5
2010-03-29,46.82,452.44,519.68,240.34,1107.5
2010-03-30,46.84,452.55,519.86,240.37,1107.0
2010-03-31,46.67,453.96,521.32,240.17,1115.5
2010-04-01,47.03,453.46,520.95,240.42,1123.5
2010-04-06,47.6,450.6,518.46,241.74,1132.75
2010-04-07,47.35,453.43,521.9,242.59,1142.0
2010-04-08,47.49,453.07,521.36,242.63,1148.0
2010-04-09,47.82,453.27,521.93,243.21,1152.5
2010-04-12,47.92,454.57,523.65,244.01,1158.75
2010-04-13,47.97,455.45,524.98,244.85,1148.25
2010-04-14,48.56,454.59,524.15,245.77,1153.75
2010-04-15,48.59,454.99,524.98,246.96,1154.5
2010-04-16,47.83,457.23,527.5,246.97,1151.5
2010-04-19,47.96,456.32,526.69,246.37,1136.25
2010-04-20,48.4,456.55,527.29,247.08,1144.75
2010-04-21,48.4,458.27,529.46,247.68,1143.0
2010-04-22,48.6,457.6,528.64,247.52,1133.75
2010-04-23,48.96,456.47,527.5,248.3,1139.5
2010-04-26,48.77,456.82,527.78,249.28,1154.5
2010-04-27,47.62,460.27,531.08,249.32,1149.5
2010-04-28,47.88,458.01,528.3,248.66,1161.0
2010-04-29,48.55,459.37,529.71,249.17,1166.75
2010-04-30,47.7,461.22,531.8,249.34,1179.25
2010-05-04,47.15,462.88,532.99,248.78,1185.0
2010-05-05,46.77,464.5,533.06,247.02,1165.0
2010-05-06,45.22,468.97,535.4,243.49,1185.25
2010-05-07,44.44,466.44,529.92,240.85,1202.25
2010-05-10,46.46,463.27,528.72,243.16,1196.5
2010-05-11,46.38,463.15,528.21,241.95,1222.5
2010-05-12,47.14,462.17,528.08,243.79,1237.5
2010-05-13,46.61,462.58,529.06,244.6,1237.5
2010-05-14,45.7,466.17,532.06,242.71,1236.5
2010-05-17,45.74,466.16,531.12,241.75,1236.0
2010-05-18,45.08,467.95,533.38,241.19,1216.75
2010-05-19,44.79,467.34,531.6,239.32,1195.0
2010-05-20,42.98,468.3,531.19,235.19,1192.0
2010-05-21,43.63,469.69,531.46,234.47,1179.75
2010-05-24,43.1,469.11,529.95,234.83,1187.0
2010-05-25,43.1,470.36,529.31,231.29,1198.25
2010-05-26,42.96,467.62,527.43,233.25,1212.0
2010-05-27,44.46,464.6,524.44,234.37,1211.0
2010-05-28,43.92,465.37,526.15,234.98,1207.5
2010-06-01,43.08,466.59,525.93,234.53,1227.75
2010-06-02,44.21,465.5,524.06,234.37,1215.0
2010-06-03,44.45,464.14,523.7,235.21,1215.0
2010-06-04,42.86,468.98,528.63,234.86,1203.5
2010-06-07,42.2,469.18,528.22,234.44,1215.0
2010-06-08,42.58,469.23,527.61,233.24,1246.0
2010-06-09,42.41,468.26,526.88,232.61,1233.5
2010-06-10,43.68,465.13,522.81,232.15,1217.5
2010-06-11,43.95,468.4,525.87,232.26,1220.0
2010-06-14,43.94,467.18,524.79,233.36,1223.75
2010-06-15,44.98,466.12,524.13,234.65,1225.0
2010-06-16,44.92,467.0,525.3,236.07,1234.5
2010-06-17,44.96,468.69,528.42,238.15,1245.0
2010-06-18,45.0,467.95,527.92,238.99,1256.0
2010-06-21,44.79,467.73,528.7,240.9,1254.5
2010-06-22,44.04,469.88,530.84,240.5,1236.0
2010-06-23,43.93,471.14,532.11,239.93,1226.5
2010-06-24,43.19,470.9,531.33,238.52,1236.25
2010-06-25,43.42,471.97,531.71,238.42,1254.0
2010-06-28,43.32,473.91,534.21,238.96,1261.0
2010-06-29,41.92,475.64,535.53,237.12,1234.5
2010-06-30,41.52,475.94,535.95,236.72,1244.0
2010-07-01,41.37,476.58,536.43,235.89,1234.0
2010-07-02,41.15,475.01,534.76,235.85,1201.5
2010-07-06,41.27,476.41,536.89,236.64,1195.0
2010-07-07,42.6,475.29,535.56,236.73,1193.25
2010-07-08,43.02,474.6,535.12,238.04,1193.5
2010-07-09,43.38,473.65,534.68,238.96,1208.75
2010-07-12,43.33,474.52,535.58,239.67,1205.5
2010-07-13,44.1,472.93,534.71,241.01,1216.0
2010-07-14,44.08,474.8,537.28,241.54,1207.0
2010-07-15,44.08,476.81,539.75,241.81,1208.0
2010-07-16,42.78,478.21,541.05,242.01,1189.25
2010-07-19,43.03,477.52,540.38,241.96,1181.0
2010-07-20,43.58,478.59,541.39,242.02,1183.0
2010-07-21,43.01,479.9,543.56,243.0,1191.5
2010-07-22,44.04,478.91,542.8,243.73,1199.5
2010-07-23,44.49,477.44,541.58,244.1,1190.5
2010-07-26,45.04,477.52,542.93,245.02,1183.5
2010-07-27,44.93,476.09,542.64,245.8,1168.0
2010-07-28,44.57,477.84,544.43,245.73,1157.0
2010-07-29,44.41,477.86,545.21,245.86,1162.5
2010-07-30,44.45,480.11,548.26,245.53,1169.0
2010-08-02,45.38,478.72,546.79,246.2,1188.5
2010-08-03,45.13,480.46,548.85,246.53,1187.5
2010-08-04,45.47,479.43,548.17,246.87,1199.5
2010-08-05,45.36,480.36,549.22,247.02,1192.5
2010-08-06,45.2,482.23,551.68,246.89,1207.75
2010-08-09,45.47,482.03,551.93,247.33,1203.0
2010-08-10,45.11,482.82,552.19,247.13,1192.5
2010-08-11,43.79,484.62,554.3,245.53,1205.5
2010-08-12,43.58,484.37,553.1,244.27,1213.0
2010-08-13,43.38,485.49,554.66,243.87,1214.25
2010-08-16,43.43,488.71,558.44,243.66,1223.5
2010-08-17,44.01,487.05,556.75,243.62,1226.0
2010-08-18,44.1,487.58,557.72,244.04,1218.0
2010-08-19,43.33,489.43,559.84,243.89,1233.5
2010-08-20,43.2,488.85,558.76,243.37,1223.5
2010-08-23,42.99,488.85,559.01,243.45,1226.0
2010-08-24,42.37,491.59,561.76,242.85,1222.0
2010-08-25,42.56,490.79,559.98,242.13,1237.5
2010-08-26,42.24,491.77,560.87,242.15,1237.0
2010-08-27,43.01,488.27,555.84,242.22,1235.0
2010-08-31,42.37,492.28,560.37,241.63,1246.0
2010-09-01,43.65,489.05,557.24,242.15,1246.5
2010-09-02,44.08,488.14,556.24,242.66,1248.5
2010-09-03,44.67,486.61,554.99,243.41,1240.5
2010-09-07,44.13,489.5,558.83,243.88,1256.75
2010-09-08,44.41,488.09,557.46,244.22,1255.0
2010-09-09,44.59,485.15,554.21,244.98,1255.0
2010-09-10,44.8,484.31,554.04,245.61,1246.5
2010-09-13,45.38,486.09,556.46,246.85,1243.75
2010-09-14,45.34,487.92,558.9,247.28,1265.5
2010-09-15,45.51,486.52,557.11,247.74,1267.0
2010-09-16,45.46,485.67,556.11,248.09,1272.5
2010-09-17,45.54,486.04,556.73,248.42,1274.0
2010-09-20,46.28,487.39,558.19,248.89,1279.25
2010-09-21,46.12,489.45,561.57,249.14,1275.0
2010-09-22,45.88,490.65,562.69,248.94,1293.5
2010-09-23,45.5,490.6,562.59,248.29,1290.75
2010-09-24,46.51,489.16,561.12,248.81,1297.0
2010-09-27,46.29,491.91,564.32,249.36,1297.0
2010-09-28,46.56,493.21,566.09,249.53,1294.0
2010-09-29,46.49,492.02,564.77,250.05,1307.5
2010-09-30,46.37,491.76,565.11,250.81,1307.0
2010-10-01,46.57,491.16,565.01,251.35,1316.25
2010-10-04,46.18,491.94,566.24,251.71,1313.5
2010-10-05,47.15,492.57,566.85,252.81,1330.5
2010-10-06,47.08,494.45,569.68,253.56,1346.5
2010-10-07,47.02,494.12,569.55,254.36,1345.0
2010-10-08,47.36,494.27,569.84,254.75,1341.5
2010-10-11,47.37,494.42,570.11,254.95,1351.5
2010-10-12,47.56,493.26,569.1,255.37,1348.5
2010-10-13,47.95,492.74,569.37,256.71,1365.5
2010-10-14,47.77,491.34,567.31,256.76,1373.25
2010-10-15,47.86,489.32,564.89,256.96,1367.5
2010-10-18,48.2,491.66,567.65,257.09,1367.25
2010-10-19,47.4,492.32,568.46,256.59,1339.0
2010-10-20,47.91,492.47,568.71,256.4,1339.0
2010-10-21,47.96,491.29,567.4,256.76,1343.5
2010-10-22,48.12,491.05,567.51,257.25,1322.5
2010-10-25,48.26,491.54,568.66,258.11,1337.5
2010-10-26,48.28,489.09,566.22,258.65,1329.5
2010-10-27,48.16,487.76,564.79,258.86,1324.5
2010-10-28,48.18,488.73,566.04,259.35,1333.5
2010-10-29,48.23,490.43,568.08,259.47,1346.75
2010-11-01,48.24,490.32,567.9,259.63,1354.5
2010-11-02,48.68,491.74,570.08,259.96,1351.0
2010-11-03,48.85,490.67,568.36,260.49,1345.5
2010-11-04,49.81,493.02,572.66,262.24,1381.0
2010-11-05,50.02,491.57,570.97,263.67,1395.5
2010-11-08,49.95,490.91,570.67,264.22,1388.5
2010-11-09,49.54,487.94,567.2,264.49,1421.0
2010-11-10,49.81,489.0,567.69,263.12,1390.5
2010-11-11,49.63,489.05,567.78,263.18,1398.5
2010-11-12,48.99,486.35,564.64,262.07,1388.5
2010-11-15,48.95,482.64,559.85,261.95,1368.5
2010-11-16,48.14,484.56,562.1,259.83,1349.0
2010-11-17,48.19,484.58,561.26,259.57,1337.5
2010-11-18,48.94,483.9,561.1,260.78,1350.25
2010-11-19,49.11,484.58,561.88,260.26,1342.5
2010-11-22,49.1,486.42,563.97,260.11,1356.5
2010-11-23,48.43,487.63,564.76,258.75,1377.5
2010-11-24,49.2,483.85,560.34,258.65,1372.5
2010-11-26,48.88,485.53,562.62,258.77,1355.0
2010-11-29,48.82,486.36,563.41,258.37,1357.0
2010-11-30,48.53,487.41,563.78,257.61,1383.5
2010-12-01,49.54,483.28,559.01,258.7,1385.5
2010-12-02,50.14,482.25,558.4,259.84,1389.0
2010-12-03,50.32,482.49,558.3,260.33,1403.5
2010-12-06,50.31,484.72,561.42,260.89,1415.25
2010-12-07,50.35,479.61,555.68,262.42,1420.0
2010-12-08,50.48,477.99,554.15,262.3,1385.5
2010-12-09,50.68,478.46,555.06,262.52,1391.25
